API,Basin,Cnty_Name,FieldName,AreaName,PoolName,First0fFirstProdthenInjDate,FirstProdDate,FirstInjDate,DOGGR_API,searched_DOGGR_API,frac_confirmed_DOGGR_API,frac_pack_DOGGR_API
04-030-44956,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044956,,,
04-030-44957,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,,3/1/12,03044957,,,
04-030-44958,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,,3/1/12,03044958,03044958,03044958,
04-030-44959,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,,3/1/12,03044959,,,
04-030-44960,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044960,,,
04-030-44961,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),1/1/12,1/1/12,,03044961,,,
04-030-44962,San Joaquin,Kern,Cymric,Welport Area,Tulare,1/1/13,,1/1/13,03044962,03044962,,
04-030-44963,San Joaquin,Kern,Cymric,Welport Area,Tulare,3/1/13,,3/1/13,03044963,,,
04-030-44964,San Joaquin,Kern,Cymric,Welport Area,Tulare,3/1/13,,3/1/13,03044964,,,
04-030-44965,San Joaquin,Kern,Cymric,Welport Area,Tulare,2/1/13,,2/1/13,03044965,,,
04-030-44966,San Joaquin,Kern,Cymric,Welport Area,Tulare,1/1/13,,1/1/13,03044966,,,
04-030-44967,San Joaquin,Kern,Round Mountain,Main Area,Pyramid Hill,12/1/11,12/1/11,,03044967,,,
04-030-44968,San Joaquin,Kern,Round Mountain,Main Area,Pyramid Hill,12/1/11,12/1/11,,03044968,,,
04-030-44969,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/12,4/1/12,,03044969,,,
04-030-44970,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/12,4/1/12,,03044970,,,
04-030-44971,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/12,4/1/12,,03044971,03044971,,
04-030-44972,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/12,4/1/12,,03044972,,,
04-030-44973,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,,3/1/12,03044973,,,
04-030-44974,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/12,,1/1/12,03044974,,,
04-030-44975,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044975,,,
04-030-44976,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044976,03044976,03044976,
04-030-44977,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044977,,,
04-030-44978,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044978,,,
04-030-44979,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044979,,,
04-030-44980,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,,3/1/12,03044980,,,
04-030-44981,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044981,,,
04-030-44982,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044982,,,
04-030-44983,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044983,,,
04-030-44984,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044984,,,
04-030-44985,San Joaquin,Kern,Kern River,Any Area,Santa Margarita,5/1/12,,5/1/12,03044985,03044985,,
04-030-44986,San Joaquin,Kern,Kern River,Any Area,Santa Margarita,5/1/12,,5/1/12,03044986,,,
04-030-44987,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044987,03044987,03044987,
04-030-44988,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044988,,,
04-030-44989,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044989,,,
04-030-44990,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03044990,,,
04-030-44991,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03044991,,,
04-030-44992,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/12,,1/1/12,03044992,,,
04-030-44993,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/12,,1/1/12,03044993,,,
04-030-44994,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03044994,,,
04-030-44995,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/11,12/1/11,12/1/11,03044995,,,
04-030-44996,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/11,11/1/11,4/1/12,03044996,,,
04-030-44997,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/11,11/1/11,2/1/12,03044997,,,
04-030-44998,San Joaquin,Kern,Kern River,Any Area,Kern River,1/1/12,1/1/12,4/1/12,03044998,03044998,,
04-030-44999,San Joaquin,Kern,Kern River,Any Area,Kern River,1/1/12,1/1/12,4/1/12,03044999,,,
04-030-45000,San Joaquin,Kern,Kern River,Any Area,Kern River,1/1/12,1/1/12,6/1/12,03045000,,,
04-030-45001,San Joaquin,Kern,Kern River,Any Area,Kern River,1/1/12,1/1/12,3/1/12,03045001,,,
04-030-45002,San Joaquin,Kern,Kern River,Any Area,Kern River,1/1/12,1/1/12,4/1/12,03045002,,,
04-030-45003,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,5/1/12,03045003,03045003,,
04-030-45004,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/12,1/1/12,6/1/12,03045004,,,
04-030-45005,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,12/1/11,12/1/11,12/1/11,03045005,,,
04-030-45006,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,5/1/12,03045006,,,
04-030-45007,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,5/1/12,03045007,,,
04-030-45008,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/12,1/1/12,2/1/12,03045008,,,
04-030-45010,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,2/1/12,2/1/12,2/1/12,03045010,,,
04-030-45011,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,6/1/12,03045011,,,
04-030-45012,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,11/1/11,11/1/11,11/1/11,03045012,,,
04-030-45013,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,7/1/12,03045013,03045013,,
04-030-45015,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,6/1/12,03045015,,,
04-030-45016,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,7/1/12,03045016,,,
04-030-45017,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,4/1/12,4/1/12,,03045017,,,
04-030-45018,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,7/1/12,03045018,,,
04-030-45019,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/12,1/1/12,2/1/12,03045019,,,
04-030-45020,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,6/1/12,03045020,,,
04-030-45021,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,6/1/12,03045021,03045021,,
04-030-45022,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,11/1/12,11/1/12,,03045022,,,
04-030-45023,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),1/1/12,1/1/12,,03045023,,,
04-030-45024,San Joaquin,Kern,Tejon,Western Area,Transition,10/1/11,10/1/11,,03045024,,,
04-030-45025,San Joaquin,Kern,Tejon,Western Area,Transition,1/1/12,1/1/12,,03045025,,,
04-030-45026,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/12,1/1/12,,03045026,,,
04-030-45027,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/12,1/1/12,,03045027,,,
04-030-45028,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,2/1/12,,03045028,,,
04-030-45029,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,2/1/12,,03045029,03045029,03045029,
04-030-45030,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/12,1/1/12,,03045030,03045030,03045030,
04-030-45031,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,2/1/12,,03045031,,,
04-030-45032,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,2/1/12,,03045032,,,
04-030-45033,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,2/1/12,,03045033,,,
04-030-45034,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/12,1/1/12,,03045034,,,
04-030-45035,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,2/1/12,,03045035,03045035,03045035,
04-030-45036,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/12,1/1/12,,03045036,,,
04-030-45037,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/12,1/1/12,,03045037,,,
04-030-45038,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,1/1/12,1/1/12,,03045038,03045038,03045038,
04-030-45039,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,2/1/12,,03045039,,,
04-030-45040,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,,3/1/12,03045040,03045040,03045040,
04-030-45041,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,3/1/12,,3/1/12,03045041,,,
04-030-45042,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03045042,03045042,03045042,
04-030-45043,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,2/1/12,,2/1/12,03045043,,,
04-030-45048,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/12,1/1/12,2/1/12,03045048,,,
04-030-45049,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,2/1/12,2/1/12,5/1/12,03045049,,,
04-030-45050,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/12,1/1/12,2/1/12,03045050,,,
04-030-45051,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,1/1/12,1/1/12,2/1/12,03045051,,,
04-030-45056,San Joaquin,Kern,Kern River,Any Area,Kern River,2/1/12,2/1/12,4/1/12,03045056,,,
04-030-45057,San Joaquin,Kern,Kern River,Any Area,Kern River,2/1/12,2/1/12,2/1/12,03045057,03045057,,
04-030-45058,San Joaquin,Kern,Kern River,Any Area,Kern River,1/1/12,1/1/12,6/1/12,03045058,,,
04-030-45059,San Joaquin,Kern,Kern River,Any Area,Kern River,2/1/12,2/1/12,6/1/12,03045059,,,
04-030-45060,San Joaquin,Kern,Kern River,Any Area,Kern River,11/1/11,11/1/11,2/1/12,03045060,03045060,,
04-030-45061,San Joaquin,Kern,Kern River,Any Area,Kern River,5/1/12,5/1/12,6/1/12,03045061,,,
04-030-45062,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045062,,,
04-030-45063,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,4/1/12,03045063,,,
04-030-45064,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,4/1/12,03045064,03045064,,
04-030-45065,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045065,,,
04-030-45066,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,5/1/12,03045066,,,
04-030-45067,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045067,,,
04-030-45068,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,5/1/12,03045068,,,
04-030-45070,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),3/1/12,3/1/12,,03045070,,,
04-030-45071,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,4/1/12,03045071,,,
04-030-45072,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,4/1/12,03045072,,,
04-030-45073,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,6/1/12,,03045073,03045073,03045073,
04-030-45074,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,4/1/12,03045074,,,
04-030-45075,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,4/1/12,03045075,,,
04-030-45076,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,4/1/12,03045076,,,
04-030-45077,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,4/1/12,03045077,03045077,,
04-030-45078,San Joaquin,Kern,Kern River,Any Area,Kern River,5/1/12,5/1/12,4/1/12,03045078,,,
04-030-45079,San Joaquin,Kern,Kern River,Any Area,Kern River,3/1/12,3/1/12,2/1/12,03045079,,,
04-030-45080,San Joaquin,Kern,Kern River,Any Area,Kern River,2/1/12,2/1/12,1/1/12,03045080,,,
04-030-45081,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,4/1/12,03045081,,,
04-030-45082,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045082,,,
04-030-45083,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,4/1/12,03045083,,,
04-030-45084,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,5/1/12,03045084,,,
04-030-45085,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,,6/1/12,03045085,,,
04-030-45086,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045086,03045086,,
04-030-45087,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045087,,,
04-030-45088,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,4/1/12,03045088,,,
04-030-45089,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,4/1/12,03045089,,,
04-030-45090,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,5/1/12,03045090,,,
04-030-45091,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,5/1/12,03045091,03045091,,
04-030-45092,San Joaquin,Kern,Buena Vista,Buena Vista Hills Area,Antelope Shale-East Dome,8/1/12,8/1/12,,03045092,03045092,,
04-030-45093,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),10/1/13,10/1/13,,03045093,,,
04-030-45094,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),4/1/12,4/1/12,,03045094,,,
04-030-45095,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),7/1/12,7/1/12,,03045095,,,
04-030-45096,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),7/1/12,7/1/12,,03045096,,,
04-030-45101,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,5/1/12,,5/1/12,03045101,03045101,,
04-030-45102,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,5/1/12,,5/1/12,03045102,,,
04-030-45103,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,6/1/12,,6/1/12,03045103,03045103,,
04-030-45104,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,5/1/12,,5/1/12,03045104,,,
04-030-45105,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,6/1/12,,6/1/12,03045105,,,
04-030-45106,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,5/1/12,,5/1/12,03045106,,,
04-030-45106,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,5/1/12,,5/1/12,03045106,,,
04-030-45107,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,5/1/12,,5/1/12,03045107,03045107,,
04-030-45108,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,5/1/12,,5/1/12,03045108,,,
04-030-45109,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,5/1/12,,5/1/12,03045109,,,
04-030-45109,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,5/1/12,,5/1/12,03045109,,,
04-030-45110,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,5/1/12,,5/1/12,03045110,,,
04-030-45111,San Joaquin,Kern,Lost Hills,Any Area,Etchegoin,6/1/12,,6/1/12,03045111,,,
04-030-45112,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045112,,,
04-030-45113,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,5/1/12,03045113,,,
04-030-45114,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/12,3/1/12,5/1/12,03045114,,,
04-030-45115,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,5/1/12,03045115,,,
04-030-45116,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,5/1/12,03045116,,,
04-030-45124,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,4/1/12,03045124,03045124,,
04-030-45125,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045125,,,
04-030-45126,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,4/1/12,03045126,,,
04-030-45127,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,4/1/12,03045127,,,
04-030-45128,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,7/1/12,7/1/12,5/1/12,03045128,,,
04-030-45129,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045129,,,
04-030-45130,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045130,03045130,,
04-030-45131,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045131,,,
04-030-45132,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045132,,,
04-030-45133,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045133,,,
04-030-45134,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045134,03045134,,
04-030-45135,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/12,3/1/12,3/1/12,03045135,03045135,,
04-030-45136,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,3/1/12,3/1/12,3/1/12,03045136,,,
04-030-45137,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,5/1/12,03045137,,,
04-030-45138,San Joaquin,Kern,Elk Hills,Any Area,Tulare,1/1/12,,1/1/12,03045138,,,
04-030-45139,San Joaquin,Kern,Elk Hills,Any Area,Tulare,1/1/12,,1/1/12,03045139,,,
04-030-45140,San Joaquin,Kern,Elk Hills,Any Area,Tulare,1/1/12,,1/1/12,03045140,,,
04-030-45141,San Joaquin,Kern,Elk Hills,Any Area,Tulare,1/1/12,,1/1/12,03045141,,,
04-030-45142,San Joaquin,Kern,Elk Hills,Any Area,Tulare,1/1/12,,1/1/12,03045142,,,
04-030-45143,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,,5/1/12,03045143,03045143,,
04-030-45144,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,5/1/12,03045144,,,
04-030-45145,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,5/1/12,5/1/12,03045145,,,
04-030-45146,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,5/1/12,03045146,,,
04-030-45147,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,5/1/12,03045147,03045147,,
04-030-45148,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,,5/1/12,03045148,,,
04-030-45149,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,5/1/12,03045149,,,
04-030-45150,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,,5/1/12,03045150,,,
04-030-45151,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,6/1/12,6/1/12,5/1/12,03045151,,,
04-030-45152,San Joaquin,Kern,Midway-Sunset,Any Area,No Pool Breakdown,5/1/12,,5/1/12,03045152,,,
04-030-45166,San Joaquin,Kern,Tejon,Western Area,No Pool Breakdown,10/1/11,10/1/11,,03045166,,,
04-030-45168,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,6/1/12,,6/1/12,03045168,,,
04-030-45169,San Joaquin,Kern,Lost Hills,Any Area,Tulare-Etchegoin,9/1/12,,9/1/12,03045169,,,
04-030-45170,San Joaquin,Kern,Poso Creek,McVan Area,No Pool Breakdown,7/1/12,7/1/12,7/1/12,03045170,,,
04-030-45171,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,3/1/12,3/1/12,3/1/12,03045171,,,
04-030-45172,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,3/1/12,3/1/12,3/1/12,03045172,,,
04-030-45173,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,7/1/12,7/1/12,7/1/12,03045173,03045173,,
04-030-45174,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,3/1/12,3/1/12,3/1/12,03045174,,,
04-030-45175,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,3/1/12,3/1/12,3/1/12,03045175,,,
04-030-45176,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,3/1/12,3/1/12,2/1/12,03045176,,,
04-030-45177,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,1/1/12,1/1/12,1/1/12,03045177,,,
04-030-45178,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,3/1/12,3/1/12,3/1/12,03045178,,,
04-030-45179,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,3/1/12,3/1/12,2/1/12,03045179,03045179,,
04-030-45180,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,3/1/12,3/1/12,2/1/12,03045180,,,
04-030-45181,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,3/1/12,3/1/12,3/1/12,03045181,,,
04-030-45182,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,3/1/12,3/1/12,2/1/12,03045182,,,
04-030-45183,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,2/1/12,2/1/12,2/1/12,03045183,,,
04-030-45184,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,3/1/12,3/1/12,2/1/12,03045184,03045184,,
04-030-45185,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,6/1/12,6/1/12,5/1/12,03045185,,,
04-030-45186,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,6/1/12,6/1/12,5/1/12,03045186,03045186,,
04-030-45187,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,1/1/12,1/1/12,1/1/12,03045187,,,
04-030-45188,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,2/1/12,2/1/12,2/1/12,03045188,03045188,,
04-030-45189,San Joaquin,Kern,Cymric,Welport Area,Tulare-Antelope,4/1/12,4/1/12,3/1/12,03045189,03045189,,
04-030-45191,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045191,03045191,03045191,
04-030-45191,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045191,03045191,03045191,
04-030-45192,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045192,03045192,03045192,
04-030-45193,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),1/1/12,1/1/12,,03045193,,,
04-030-45194,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),12/1/11,12/1/11,,03045194,,,
04-030-45195,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),1/1/12,1/1/12,,03045195,03045195,03045195,
04-030-45196,San Joaquin,Kern,Kern River,Any Area,Kern River,1/1/12,1/1/12,2/1/12,03045196,,,
04-030-45197,San Joaquin,Kern,Kern River,Any Area,Kern River,2/1/12,2/1/12,6/1/12,03045197,,,
04-030-45198,San Joaquin,Kern,Kern River,Any Area,Kern River,2/1/12,2/1/12,4/1/12,03045198,,,
04-030-45199,San Joaquin,Kern,Elk Hills,Any Area,Stevens (29R),4/1/12,4/1/12,,03045199,,,
04-030-45200,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),8/1/12,8/1/12,,03045200,,,
04-030-45201,San Joaquin,Kern,Elk Hills,Any Area,Upper (Undifferentiated),1/1/12,1/1/12,,03045201,,,
04-030-45202,San Joaquin,Kern,Kern River,Any Area,Kern River,2/1/12,2/1/12,2/1/12,03045202,,,
04-030-45203,San Joaquin,Kern,Kern River,Any Area,Kern River,12/1/11,12/1/11,1/1/12,03045203,,,
04-030-45211,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,4/1/12,,4/1/12,03045211,,,
04-030-45212,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045212,,,
04-030-45213,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,4/1/12,,4/1/12,03045213,,,
04-030-45214,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,4/1/12,,4/1/12,03045214,03045214,03045214,
04-030-45215,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,4/1/12,,4/1/12,03045215,,,
04-030-45215,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,4/1/12,,4/1/12,03045215,,,
04-030-45216,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,4/1/12,,4/1/12,03045216,,,
04-030-45217,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,6/1/12,,6/1/12,03045217,,,
04-030-45218,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,5/1/12,,5/1/12,03045218,,,
04-030-45219,San Joaquin,Kern,"Belridge, South",Any Area,Diatomite,4/1/12,,4/1/12,03045219,,,
